city ,latitude,longitude,sexo,amount_loss,time,year
Vila Jacui,-23.5017161,-46.4497634,0,1000,00:00.0,2011
Parque Ibirapuera,-23.5869807,-46.6524899,1,2000,00:00.0,2011
Bela Vista,-23.5663244,-46.6501354,0,1099,00:00.0,2011
Ipiranga,-23.5862008,-46.6000341,0,400,00:00.0,2011
Jardim Vergueiro (Sacoma),-23.634639,-46.6056824,0,1200,15:00.0,2011
Vila Ponte Rasa,-23.5106151,-46.483701,1,2000,00:00.0,2011
Vila Guarani (Zona Sul),-23.6340778,-46.6369513,0,1,00:00.0,2011
Barra Funda,-23.5128026,-46.6951966,1,2000,00:00.0,2011
Liberdade,-23.5732853,-46.6416755,1,300,00:00.0,2011
Vila Constanca,-23.6728843,-46.6661299,0,700,15:00.0,2011
Jardim Cachoeira,-23.4791191,-46.6754974,1,900,45:00.0,2011
São Mateus,-23.6013381,-46.4855777,0,100,00:00.0,2011
Vila Canero,-23.5648091,-46.5688366,1,35000,30:00.0,2011
Santana,-23.5033235,-46.6263757,0,2000,00:00.0,2011
Liberdade,-23.5582839,-46.6347884,1,80,45:00.0,2011
Vila Parque Jabaquara,-23.6398175,-46.6456807,1,50000,15:00.0,2011
Imirim,-23.4797584,-46.6455013,1,200,30:00.0,2011
Bela Vista,-23.5520404,-46.647603,1,4000,00:00.0,2011
Santa Ifigênia,-23.5402494,-46.6405555,0,800,00:00.0,2011
Vila Canero,-23.5647974,-46.5688253,1,35000,30:00.0,2011
República,-23.54199367,-46.64024477,1,200,26:00.0,2011
Santo Amaro,-23.6517899,-46.7020458,1,400,30:00.0,2011
Pirituba,-23.4844106,-46.7155617,1,750,01:00.0,2011
Cambuci,-23.5708801,-46.6337275,0,3000,07:00.0,2011
Brooklin,-23.6074318,-46.6801877,0,1500,35:00.0,2011
Campo Grande,-23.6665095,-46.677843,1,87,47:00.0,2011
Jardim Asturias,-23.2597579,-46.7335664,1,1200,00:00.0,2011
Jardim Adhemar de Barros,-23.5741159,-46.7146119,1,2000,00:00.0,2012
Jardim Santo Antonio,-23.6441794,-46.7340996,0,780,00:00.0,2012
Vila Olimpia,-23.5939793,-46.6893669,0,1300,30:00.0,2012
Itaim Bibi,-23.5853149,-46.6767535,1,0,00:00.0,2012
Vila Sônia,-23.59118641,-46.73250607,1,2.5,10:00.0,2012
Vila Ema,-23.58544,-46.5412841,0,50,30:00.0,2012
Vila Gertrudes,-23.624942,-46.7069922,0,0,30:00.0,2012
Vila Indiana,-23.5730839,-46.7306322,1,150,30:00.0,2012
Vila Inglesa,-23.663084,-46.6747042,1,9000,45:00.0,2012
Ipiranga,-23.5949341,-46.5977357,1,0,45:00.0,2012
Vila do Encontro,-23.6529222,-46.6379756,1,0,45:00.0,2012
Jardim Sao Vicente,-23.5010337,-46.4286693,1,3100,30:00.0,2012
"Chácara Santo Antonio (Zona Sul)",-23.6326928,-46.6998694,0,700,00:00.0,2012
Consolação,-23.5569591,-46.6589971,0,700,30:00.0,2012
Cidade Nova Heliópolis,-23.6131061,-46.6006231,1,500,00:00.0,2012
Riviera Paulista,-23.711869,-46.7392346,0,0,00:00.0,2012
São Paulo,-23.5682629,-46.6482283,0,1000,30:00.0,2012
Jardim Bonfiglioli,-23.5812595,-46.7428312,0,500,00:00.0,2012
Vila Liviero,-23.646808,-46.5901796,1,1000,30:00.0,2012
Vila Lageado,-23.5662099,-46.7436923,1,0,45:00.0,2012
República,-23.5463033,-46.6429503,1,1500,00:00.0,2012
Vila Nilo,-23.4638624,-46.5823893,1,100,45:00.0,2012
Itaim Bibi,-23.5879299,-46.6723704,0,3000,00:00.0,2012
Indianópolis,-23.6137212,-46.6503508,1,500,00:00.0,2012
São Paulo,-23.533664,-46.728464,0,1000,45:00.0,2012
Água Rasa,-23.5610336,-46.5687428,0,2000,45:00.0,2012
Pinheiros,-23.5701379,-46.6980976,0,1800,45:00.0,2012
Jardim São Pedro,-23.5473031,-46.4314774,1,0,30:00.0,2012
São Paulo,-23.5561336,-46.6372293,0,0,00:00.0,2012
Jardim Helian,-23.574314,-46.4503448,1,0,00:00.0,2012
Jardim da Glória,-23.5796299,-46.6191072,1,40000,00:00.0,2012
Vila Amélia,-23.4824391,-46.6951211,0,1,30:00.0,2012
São Paulo,-23.5240451,-46.6845357,1,20,30:00.0,2012
Cidade Nova Heliópolis,-23.6107326,-46.5839777,1,24000,00:00.0,2012
São Paulo,-23.551204,-46.645968,0,2500,30:00.0,2012
Balneario Mar Paulista,-23.694562,-46.6628527,0,1000,00:00.0,2012
São Paulo,-23.543563,-46.470519,1,50,30:00.0,2012
Casa Verde Média,-23.5039327,-46.6642649,0,4000,00:00.0,2012
Bela Vista,-23.5607607,-46.6575752,0,1000,30:00.0,2012
Jardim Santa Zélia,-23.6821793,-46.763822,1,1,30:00.0,2012
Aclimação,-23.5720731,-46.6372785,1,0,00:00.0,2012
Vila Mariana,-23.5789817,-46.6396474,0,2199,00:00.0,2012
Consolação,-23.5452841,-46.6521122,0,800,00:00.0,2012
Santana,-23.5001156,-46.6204379,1,750,00:00.0,2012
Jardim Arpoador,-23.5956049,-46.7908482,1,6000,30:00.0,2012
Vila Pompéia,-23.5298158,-46.6793828,0,0,00:00.0,2012
Jardim Sao Paulo,-23.4886914,-46.6200593,1,46,00:00.0,2012
Liberdade,-23.5551611,-46.6359662,1,1000,00:00.0,2012
Água Fria,-23.4820119,-46.6238588,0,0,00:00.0,2012
Cidade São Mateus,-23.5875876,-46.4885098,1,600,45:00.0,2012
Jardim Paulista,-23.5557536,-46.6555633,1,3500,00:00.0,2012
Parque Industrial Tomas Edson,-23.5226058,-46.6711975,1,800,00:00.0,2012
Vila Moinho Velho,-23.6094502,-46.6032664,1,800,45:00.0,2012
Liberdade,-23.5551476,-46.6357291,0,1400,30:00.0,2012
Vila Monumento,-23.5716379,-46.6129639,0,1300,00:00.0,2012
Rua Augusta,-23.552856,-46.654034,0,2000,15:00.0,2012
Vila Brasilandia,-23.4793037,-46.7028821,1,700,30:00.0,2012
Jardim Arpoador,-23.6174614,-46.6955008,1,0,30:00.0,2012
Cidade São Francisco,-23.5556253,-46.753532,1,50,45:00.0,2012
Vila Carrao,-23.5488254,-46.5549253,1,0,00:00.0,2012
"Chácara Itaim",-23.5935976,-46.6922572,1,200,30:00.0,2012
Butantã,-23.5693613,-46.7073581,0,4200,15:00.0,2012
Sacomã,-23.60996443,-46.59655458,1,3,00:00.0,2012
Ipiranga,-23.58320083,-46.61059879,1,6,00:00.0,2012
Jaguare,-23.5481023,-46.7474491,0,200,00:00.0,2012
Liberdade,-23.5569003,-46.6269213,0,0,00:00.0,2012
Liberdade,-23.5575728,-46.636818,0,0,45:00.0,2012
Jardim Paulista,-23.5574094,-46.6626952,0,45,00:00.0,2012
"Brás",-23.5461685,-46.60511602,1,8700,00:00.0,2012
Pinheiros,-23.5671331,-46.6889241,1,6,00:00.0,2012
Vila Firmiano Pinto,-23.5983166,-46.6212822,0,0,00:00.0,2012
Cidade São Mateus,-23.5948621,-46.4820388,0,1100,00:00.0,2012
Vila Butantã,-23.5684263,-46.7457853,1,850,30:00.0,2012
Jardim Leonor,-23.5987031,-46.7195008,1,1500,30:00.0,2012
Vila Nova Cachoeirinha,-23.4755017,-46.6606161,0,300,45:00.0,2012
Pinheiros,-23.564666,-46.6842812,0,3000,00:00.0,2012
Butantã,-23.5701343,-46.7179192,0,0,45:00.0,2012
Chacara Santa Etelvina,-23.5836695,-46.4179735,0,30,30:00.0,2012
Jardim Arpoador,-23.5936925,-46.7891159,0,0,00:00.0,2012
Bela Vista,-23.5536847,-46.6505033,1,600,00:00.0,2012
Jardim Bonifacio,-23.54526209,-46.43675342,1,1000,00:00.0,2012
Vila Re,-23.522018,-46.5093531,0,1500,08:00.0,2012
Ferraz de Vasconcelos,-23.5169524,-46.3795876,0,0,00:00.0,2012
Santana,-23.5025846,-46.6247544,1,0,00:00.0,2012
Centro,-23.5433396,-46.6268579,0,0,00:00.0,2012
Vila Cristina,-23.5675678,-46.8426072,0,700,00:00.0,2012
Sacomã,-23.6178419,-46.5995821,0,0,15:00.0,2012
Bela Vista,-23.555883,-46.6292369,0,1000,45:00.0,2012
Santana,-23.49465988,-46.64421188,1,0,00:00.0,2012
Cidade Ademar,-23.6620835,-46.6699875,0,0,00:00.0,2012
Mirandópolis,-23.6163277,-46.6385024,1,5000,15:00.0,2012
Jardim Germania,-23.6571878,-46.7611084,1,20,00:00.0,2012
"Balneário São Francisco",-23.7164849,-46.6328163,0,0,00:00.0,2012
Ipiranga,-23.5747817,-46.6055537,0,0,30:00.0,2012
Parque Residencial Marengo,-23.4885872,-46.2984898,1,2000,15:00.0,2012
Jardim Zilda,-23.7727145,-46.6920578,1,1500,15:00.0,2012
Bela Vista,-23.555883,-46.6292369,0,4000,45:00.0,2012
Jardim Morumbi,-23.6383959,-46.7273204,1,0,30:00.0,2012
Vila Bela,-23.602088,-46.5706166,0,750,15:00.0,2012
Vila Gea,-23.6736777,-46.6869727,0,25000,00:00.0,2012
Tatuapé,-23.5398976,-46.5615486,1,0,00:00.0,2012
Vila Monumento,-23.578733,-46.6113522,0,800,00:00.0,2012
Parque Nações Unidas,-23.4484829,-46.7356891,1,0,00:00.0,2012
Vila Cosmopolita,-23.5577483,-46.4237617,0,0,15:00.0,2012
Paraíso,-23.5682887,-46.6489258,0,900,15:00.0,2012
Vila das Belezas,-23.63986894,-46.73714943,0,700,14:00.0,2012
Jurubatuba,-23.6628422,-46.7057833,0,16000,00:00.0,2012
São Paulo,-23.5838732,-46.7814618,0,400,00:00.0,2012
Lapa,-23.5195874,-46.7042129,0,700,00:00.0,2012
Vila das Belezas,-23.6426522,-46.7386271,0,800,15:00.0,2012
Vila Calu,-23.7377782,-46.7940559,1,1500,45:00.0,2012
Aclimação,-23.5633329,-46.631806,0,700,45:00.0,2012
Vila Prudente,-23.587083,-46.5803418,1,400,00:00.0,2012
Jardim Santa Adélia,-23.6156135,-46.4822479,1,1500,00:00.0,2012
Jardim Maristela,-23.4732941,-46.6986292,1,200,00:00.0,2012
São Paulo,-23.6035256,-46.6020793,0,0,00:00.0,2012
Jardim Santana,-23.5133572,-46.4544279,1,8000,45:00.0,2012
Vila Sampaio,-23.5092311,-46.5044081,0,1000,00:00.0,2012
Jardim Itacolomi,-23.6666278,-46.65433,1,5000,00:00.0,2012
Vila Giordano,-23.500304,-46.4422403,0,1000,00:00.0,2012
Parque Ipê,-23.5953444,-46.7976929,0,0,15:00.0,2012
Avenida Otto Baumgart,-23.5144001,-46.6159077,1,900,00:00.0,2012
Cachoeirinha,-23.4660421,-46.6512485,1,0,00:00.0,2012
Vila Giordano,-23.5004413,-46.4415228,1,25000,00:00.0,2012
Vila Mariana,-23.5873136,-46.6410413,1,1000,00:00.0,2012
Consolação,-23.5555034,-46.6576346,0,1000,00:00.0,2012
Vila Olímpia,-23.5950114,-46.691213,0,500,45:00.0,2012
Jardim América,-23.5665579,-46.6762864,1,600,30:00.0,2012
Vila Sofia,-23.6559934,-46.6908547,1,1200,15:00.0,2012
Santo Amaro,-23.6320966,-46.6929117,1,4500,45:00.0,2012
República,-23.5450754,-46.6437964,1,800,00:00.0,2012
São Paulo,-23.6035256,-46.6020793,1,0,00:00.0,2012
Vila Prudente,-23.5844099,-46.5767288,1,300,00:00.0,2012
Conjunto Habitacional Sítio Conceicao,-23.5820632,-46.397115,0,40000,00:00.0,2012
Santo Amaro,-23.6541003,-46.7081817,0,1500,45:00.0,2012
Vila Mirante,-23.470775,-46.7213247,1,2100,00:00.0,2012
Interlagos,-23.6993472,-46.7146181,1,3000,00:00.0,2012
Centro,-23.5359575,-46.6352962,0,400,30:00.0,2012
Rua Paulistânia,-23.5478889,-46.6905583,1,0.5,00:00.0,2012
Brooklin Paulista,-23.6038687,-46.6902991,1,500,00:00.0,2012
Parque São Domingos,-23.5039742,-46.7342707,1,1000,00:00.0,2012
Pinheiros,-23.5565293,-46.6762943,1,24500,00:00.0,2012
Vila Nova Cachoeirinha,-23.4717444,-46.6608295,1,1500,15:00.0,2012
Cerqueira César,-23.5531573,-46.6547285,0,400,00:00.0,2012
Vila Maria,-23.5201481,-46.568293,0,3000,00:00.0,2012
Campo Belo,-23.6231367,-46.6715685,1,2500,00:00.0,2012
Vila Buarque,-23.5473136,-46.6498891,1,90,00:00.0,2012
Centro,-23.5448576,-46.6332885,1,400,00:00.0,2012
Pedreira,-23.7134722,-46.6349782,0,3000,00:00.0,2012
Cursino,-23.633128,-46.617599,0,2000,00:00.0,2012
Cursino,-23.5997361,-46.6174629,1,150,45:00.0,2012
Consolação,-23.5556556,-46.6575049,0,50,00:00.0,2012
São Paulo,-23.5828537,-46.7720173,0,800,30:00.0,2012
Vila Santa Catarina,-23.6539438,-46.6670308,1,25000,00:00.0,2012
Vila Leopoldina,-23.5317199,-46.7269667,0,700,00:00.0,2012
Jurubatuba,-23.6769406,-46.7018911,0,3000,00:00.0,2012
Indianópolis,-23.6027985,-46.6617202,1,200,00:00.0,2012
Vila Fazzeoni,-23.6747636,-46.775869,0,1000,30:00.0,2012
São Paulo,-23.5671113,-46.7472147,0,0,45:00.0,2012
Avenida Professor Lineu Prestes,-23.5682913,-46.7313031,1,1200,30:00.0,2012
Vila Mariana,-23.5794619,-46.6371939,1,0,00:00.0,2012
Bosque da Saúde,-23.599821,-46.6311524,1,70,00:00.0,2012
Parque Esmeralda,-23.6215246,-46.7608062,1,8000,15:00.0,2012
Tucuruvi,-23.4787383,-46.6172917,0,2000,30:00.0,2012
Vila Moinho Velho,-23.6138696,-46.605253,1,220,45:00.0,2012
Jurubatuba,-23.6714207,-46.7014235,1,1000,00:00.0,2012
Jardim Previdencia,-23.6229085,-46.617892,1,1,00:00.0,2012
Cidade Dutra,-23.7244942,-46.7106037,0,350,00:00.0,2012
Sacomã,-23.6332548,-46.6058047,0,600,00:00.0,2012
Bela Vista,-23.5640587,-46.6465265,0,1600,00:00.0,2012
Santo Amaro,-23.6282066,-46.7073324,1,300,00:00.0,2012
Ipiranga,-23.5884662,-46.5977789,1,8700,30:00.0,2012
Higienópolis,-23.5417328,-46.6508675,1,750,00:00.0,2012
Liberdade,-23.5537661,-46.6273888,1,200,45:00.0,2012
Vila Silva Teles,-23.5000592,-46.4012311,0,55,15:00.0,2012
Vila Mariana,-23.5929665,-46.6301902,1,1500,30:00.0,2012
Parque Mandaqui,-23.4806277,-46.6423116,1,15000,00:00.0,2012
Ipiranga,-23.5910996,-46.607006,0,20140,00:00.0,2012
Vila Andrade,-23.6313493,-46.7358567,0,600,00:00.0,2012
Vila Vera,-23.6195852,-46.603534,1,0,15:00.0,2012
サン・ルカス,-23.5913364,-46.54736,1,2000,45:00.0,2012
"Jardim Sônia Ingá",-23.6754959,-46.7686012,1,550,30:00.0,2012
"Brás",-23.5426645,-46.6161103,1,900,45:00.0,2012
Jardim Monte Azul,-23.644559,-46.7384499,1,1000,15:00.0,2012
Canindé,-23.5217284,-46.6177579,1,600,30:00.0,2012
Cidade Dutra,-23.7290679,-46.698928,1,16000,30:00.0,2012
Centro,-23.5426927,-46.6397012,1,500,00:00.0,2012
Jardim Maria Estela,-23.6343494,-46.5998764,1,32000,00:00.0,2012
Bela Vista,-23.5497153,-46.6417925,1,1000,00:00.0,2012
Tucuruvi,-23.4805699,-46.6114009,1,16000,30:00.0,2012
Brooklin Paulista,-23.6306502,-46.6754984,1,4000,00:00.0,2012
Saúde,-23.619859,-46.6064898,0,400,00:00.0,2012
Jardim Vista Alegre,-23.450839,-46.6883468,0,1000,00:00.0,2012
Cidade Monções,-23.6227313,-46.6784083,1,700,00:00.0,2012
Vila Fernandes,-23.5611746,-46.5302801,1,300,00:00.0,2012
Vila Guaca,-23.4850104,-46.6397312,1,0,00:00.0,2012
Jardim Japao,-23.689227,-46.7429077,0,1500,45:00.0,2012
Cidade São Mateus,-23.6018382,-46.4828288,1,3000,15:00.0,2012
Jardim Souza,-23.6920368,-46.7491944,1,0,30:00.0,2012
Bela Vista,-23.5639391,-46.6438712,1,600,00:00.0,2012
Vila Mariana,-23.5876548,-46.6355373,0,1,00:00.0,2012
Pinheiros,-23.5583374,-46.6906904,0,700,00:00.0,2012
São Paulo,-23.474788,-46.684131,0,1299,45:00.0,2012
Vila Fazzeoni,-23.6695215,-46.7768438,1,2500,00:00.0,2012
Pinheiros,-23.5583374,-46.6906904,1,1500,00:00.0,2012
ヴィーラ・サン・ルイース (ゾーナ・オエステ),-23.5715955,-46.7435158,1,2000,00:00.0,2012
Brooklin Paulista,-23.608831,-46.6850147,1,2000,00:00.0,2012
Parque Esmeralda,-23.6187877,-46.7583928,1,2000,00:00.0,2012
Perdizes,-23.5260129,-46.6824025,1,600,00:00.0,2012
Vila Nova Mazzei,-23.4665386,-46.5987203,1,3000,00:00.0,2012
Vila Medeiros,-23.4954001,-46.5872976,0,4200,00:00.0,2012
Vila Gomes Cardim,-23.5432741,-46.5733416,0,0,00:00.0,2012
Cidade Ademar,-23.6859578,-46.6378567,0,250,15:00.0,2012
Jardim Três Marias,-23.5964127,-46.4356056,0,80,00:00.0,2012
Jardim Luzitânia,-23.5960181,-46.663133,1,2000,00:00.0,2012
Limoeiro,-23.5176543,-46.4700736,0,1000,15:00.0,2012
Vila Invernada,-23.5631229,-46.5617233,1,2000,30:00.0,2012
Jardim Paulista,-23.5610174,-46.6572139,0,800,15:00.0,2012
Consolação,-23.5423011,-46.6590502,1,650,15:00.0,2012
Pinheiros,-23.5500306,-46.6807811,0,500,00:00.0,2012
Avenida Rebouças,-23.5728499,-46.695941,0,200,00:00.0,2012
Campo Belo,-23.61304,-46.6780792,1,1500,00:00.0,2012
Água Funda,-23.6371453,-46.6286224,1,8000,15:00.0,2012
Itaim Bibi,-23.6085054,-46.6889102,1,0,00:00.0,2012
Vila Mariana,-23.5819915,-46.6397635,1,500,00:00.0,2012
Mirandópolis,-23.605866,-46.6472177,1,700,00:00.0,2012
Parque Sônia,-23.6522275,-46.7830956,1,2400,45:00.0,2012
Jardim Vila Formosa,-23.5646327,-46.5175608,1,30000,30:00.0,2012
Bom Retiro,-23.5288263,-46.6383078,0,2000,45:00.0,2012
Vila Andrade,-23.6397396,-46.7366644,0,1,30:00.0,2012
Sé,-23.5508654,-46.6286777,0,3000,00:00.0,2012
São Paulo,-23.5417,-46.7302,1,2000,00:00.0,2012
"ジャルジン・ヴァンダ",-23.674152,-46.7603686,0,1000,30:00.0,2012
Jardim Bélgica,-23.6865186,-46.6606868,0,100,45:00.0,2012
São Paulo,-23.5559546,-46.6396649,0,300,00:00.0,2012
Vila Guaca,-23.4837867,-46.6373313,0,400,00:00.0,2012
Pari,-23.5299042,-46.6150206,0,1200,15:00.0,2012
Jardim Germânia,-23.6523268,-46.7572441,0,1,00:00.0,2012
Bela Vista,-23.5546236,-46.6632852,1,3500,00:00.0,2012
Vila Vera,-23.623987,-46.6037888,1,200,00:00.0,2012
Água Rasa,-23.5513196,-46.5884208,0,2000,00:00.0,2012
Água Branca,-23.5307392,-46.6655879,1,1000,45:00.0,2012
Santa Cecília,-23.5317925,-46.6531806,0,1000,00:00.0,2012
Jardim Sônia,-23.4684317,-46.6316173,0,699,15:00.0,2012
São Paulo,-23.520112,-46.625714,0,0,00:00.0,2012
Vila Rio Branco,-23.5097866,-46.491453,0,800,30:00.0,2012
Americanópolis,-23.6754701,-46.6436722,1,4000,00:00.0,2012
Ipiranga,-23.6003246,-46.6023193,1,3500,30:00.0,2012
Cidade Nova Heliópolis,-23.6017861,-46.5981997,0,2200,00:00.0,2012
Liberdade,-23.5684444,-46.6387864,1,900,00:00.0,2012
São Paulo,-23.4813085,-46.6401506,1,23000,15:00.0,2012
Ipiranga,-23.6013434,-46.5956974,1,2400,45:00.0,2012
Conjunto Habitacional Teotônio Vilela,-23.6132345,-46.5015935,1,900,45:00.0,2012
Penha,-23.5228484,-46.549717,0,1000,00:00.0,2012
São Paulo,-23.5441885,-46.6426326,1,1800,00:00.0,2012
Vila Gomes,-23.5759833,-46.7375096,0,900,00:00.0,2012
Tatuapé,-23.5380545,-46.5617245,1,800,00:00.0,2012
Aclimação,-23.563496,-46.6321692,0,2500,45:00.0,2012
Parque Colonial,-23.6244154,-46.6713203,1,250,00:00.0,2012
Mooca,-23.5533427,-46.6252853,1,10,30:00.0,2012
Cidade Dutra,-23.7118775,-46.7032357,0,500,30:00.0,2012
Morumbi,-23.6059354,-46.724225,0,1600,30:00.0,2012
Ipiranga,-23.5998056,-46.6059355,1,400,00:00.0,2012
Jaguare,-23.5509732,-46.7403472,0,2483,30:00.0,2012
São Paulo,-23.597781,-46.649678,1,2350,30:00.0,2012
Quinta da Paineira,-23.5894822,-46.5873179,1,3000,00:00.0,2012
Vila Mariana,-23.5967325,-46.628988,1,600,15:00.0,2012
Itaim Bibi,-23.5791804,-46.6724308,0,2000,30:00.0,2012
Vila Butanta,-23.5682594,-46.7462601,1,1500,00:00.0,2012
Jardim Esmeralda,-23.5786518,-46.7494124,0,600,00:00.0,2012
São Paulo,-23.5159233,-46.6249783,1,4300,00:00.0,2012
Jardim Edilene,-23.7170531,-46.6834158,0,3000,15:00.0,2012
Parque São Jorge,-23.531381,-46.5674434,0,800,00:00.0,2012
Jardim São Paulo,-23.4940278,-46.613819,0,600,00:00.0,2012
Vila Monumento,-23.5843303,-46.6122634,1,70,45:00.0,2012
Pacaembú,-23.5499275,-46.6735614,0,0,30:00.0,2012
Vila Prudente,-23.5849783,-46.5811905,0,1500,00:00.0,2012
Interlagos,-23.6962607,-46.7042281,1,12000,00:00.0,2012
Ipiranga,-23.5847513,-46.6056683,0,0,00:00.0,2012
Vila Ema,-23.5819529,-46.540751,1,250,00:00.0,2012
Jardim Casablanca,-23.6490767,-46.7441166,0,800,00:00.0,2012
Bosque da Saúde,-23.6122652,-46.6232683,1,0,00:00.0,2012
Cidade Jardim,-23.5974738,-46.6972641,1,600,45:00.0,2012
Bela Vista,-23.5637748,-46.6516238,0,2500,45:00.0,2012
Pinheiros,-23.5574264,-46.690378,1,150,00:00.0,2012
Vila Moraes,-23.6319976,-46.6079207,1,0,00:00.0,2012
Campo Belo,-23.6398179,-46.6686213,1,300,00:00.0,2012
Cidade Dutra,-23.7108156,-46.7010396,1,900,00:00.0,2012
Parque da Mooca,-23.5725742,-46.5910524,0,500,00:00.0,2012
Jardim Santo Antonio,-23.6652455,-46.7365541,0,400,15:00.0,2012
Vila Romana,-23.530155,-46.6961039,1,1100,00:00.0,2012
São Paulo,-23.541854,-46.470514,1,1500,15:00.0,2012
Parque Fongaro,-23.6347346,-46.5903582,0,1000,30:00.0,2012
Jabaquara,-23.6630267,-46.6594224,1,0,00:00.0,2012
Jardim São Bento Novo,-23.6785916,-46.7782245,0,500,00:00.0,2012
Campos Elíseos,-23.5352033,-46.6461212,1,1500,00:00.0,2012
Jardim Egle,-23.5896118,-46.4958764,0,0,15:00.0,2012
Parque Mandaqui,-23.4742988,-46.6321017,0,1000,00:00.0,2012
Consolação,-23.5507399,-46.6532111,1,700,00:00.0,2012
Vila Indiana,-23.569482,-46.7299259,1,200,30:00.0,2012
Carandiru,-23.5095481,-46.6224646,1,350,00:00.0,2012
Conjunto Habitacional Padre Manoel da Nóbrega,-23.5431228,-46.4805397,0,900,00:00.0,2012
Saúde,-23.6123312,-46.6428589,0,5000,30:00.0,2012
São Paulo,-23.5872283,-46.6590435,0,100,00:00.0,2012
Ipiranga,-23.5881325,-46.6059454,1,400,22:00.0,2012
Pinheiros,-23.5574763,-46.6932763,1,1200,01:00.0,2012
Vila Matilde,-23.5332109,-46.5255156,1,36000,30:00.0,2012
Jardim Paulista,-23.5751563,-46.6569287,0,1400,24:00.0,2012
Morumbi,-23.5849852,-46.7195076,1,800,13:00.0,2012
Morumbi,-23.5866765,-46.7198256,1,300,30:00.0,2012
Lapa,-23.5271203,-46.6901201,1,2000,01:00.0,2012
Ermelino Matarazzo,-23.4872265,-46.468623,1,0,22:00.0,2012
Consolação,-23.5556334,-46.6562376,0,1000,54:00.0,2012
Jardim América da Penha,-23.5158746,-46.5555842,1,7000,00:00.0,2012
"Chácara Califórnia",-23.5410365,-46.5484427,1,300,30:00.0,2012
Bela Vista,-23.5654141,-46.651817,0,500,30:00.0,2012
Santo Amaro,-23.6438327,-46.7011113,1,700,14:00.0,2012
Brooklin Paulista,-23.6065466,-46.6969493,1,27000,00:00.0,2012
Jardim Planalto,-23.5078872,-46.4473932,1,1500,30:00.0,2012
Bela Vista,-23.5519697,-46.6394243,0,2,15:00.0,2012
Perdizes,-23.5401047,-46.6941169,1,330,00:00.0,2012
Jardim Paris,-23.6420608,-46.7695828,1,180,00:00.0,2012
Parque São Domingos,-23.5027342,-46.7394067,0,2000,00:00.0,2012
Perdizes,-23.5428499,-46.6866831,1,0,00:00.0,2012
Tatuapé,-23.5372191,-46.5770838,1,1500,00:00.0,2012
Vila Pompéia,-23.5285365,-46.6822446,0,2000,00:00.0,2012
Campos Elíseos,-23.5380312,-46.6444053,1,900,15:00.0,2012
Luz,-23.5217208,-46.6254497,1,80,00:00.0,2012
Vila Paulicéia,-23.4881661,-46.6150581,1,850,45:00.0,2012
Santa Teresinha,-23.4895538,-46.639245,1,450,00:00.0,2012
Vila Rica,-23.4696501,-46.6732471,0,260,30:00.0,2012
Itaim Paulista,-23.5059814,-46.3768614,1,7000,00:00.0,2012
Ipiranga,-23.5884662,-46.5977789,1,1500,00:00.0,2012
Vila Pirajussara,-23.6352266,-46.7744604,1,1700,45:00.0,2012
Jardim Laone,-23.5136376,-46.4788193,1,20,00:00.0,2012
Ipiranga,-23.5884662,-46.5977789,0,1,00:00.0,2012
Jardim Matarazzo,-23.4879926,-46.4764074,1,10,30:00.0,2012
Cidade Júlia,-23.6863258,-46.6443957,1,6000,45:00.0,2012
Ipiranga,-23.5917822,-46.6026018,1,1000,00:00.0,2012
Vila Prudente,-23.5850597,-46.5825325,1,600,30:00.0,2012
Vila Ipojuca,-23.5299915,-46.708846,1,6000,00:00.0,2012
Vila Mariana,-23.5917483,-46.6335592,0,0,15:00.0,2012
Vila Lageado,-23.5523163,-46.7485687,0,800,00:00.0,2012
São Paulo,-23.560303,-46.657365,0,400,30:00.0,2012
Parque Fernanda,-23.6712782,-46.7892213,1,1800,15:00.0,2012
Vila Mariana,-23.5923796,-46.6292716,1,2000,30:00.0,2012
Vila São Geraldo,-23.5129485,-46.5232651,1,900,30:00.0,2012
Cidade Jardim,-23.5893902,-46.701218,1,2500,00:00.0,2012
Mooca,-23.5503367,-46.5966494,1,50,00:00.0,2012
Liberdade,-23.5665231,-46.6328333,1,3000,30:00.0,2012
Imirim,-23.4838414,-46.6468202,0,1,00:00.0,2012
Vila Nova Conceicao,-23.5913464,-46.6780402,0,0,45:00.0,2012
Vila Guarani (Zona Sul),-23.637232,-46.6398473,1,1,00:00.0,2012
Jardim Cordeiro,-23.6394801,-46.6784705,1,5000,00:00.0,2012
Lapa de Baixo,-23.51357,-46.7035334,1,800,15:00.0,2012
Jardim São Luís,-23.6456768,-46.7585461,1,0,01:00.0,2012
São Paulo,-23.585192,-46.676965,0,1500,00:00.0,2012
Jardim Paulista,-23.5566225,-46.6650243,1,0,30:00.0,2012
Vila Mariana,-23.598446,-46.6383303,1,8000,15:00.0,2012
São Mateus,-23.6038658,-46.4911464,1,2600,39:00.0,2012
São Paulo,-23.5490581,-46.7098817,0,3000,30:00.0,2012
Alto de Pinheiros,-23.5387891,-46.707842,1,2500,40:00.0,2012
Parque da Mooca,-23.5619329,-46.5985986,1,4100,59:00.0,2012
Butantã,-23.5605267,-46.7134649,1,100,01:00.0,2012
Vila Sônia,-23.590312,-46.7276352,1,300,01:00.0,2012
Perdizes,-23.5428168,-46.6815407,0,800,30:00.0,2012
